company_number,company_name,organisation_type,organisation_code,registration_date,foundation_date,industry_code,industry_description,employees,website,email,phone,street,postal_code,city,municipality,country,country_code,bankrupt,under_liquidation,source,source_url,evidence_company_number,retrieved_at
811806722,MIKONSULT AS,Aksjeselskap,AS,2013-04-13,2013-04-01,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,mikonsult.no,mikonsult@online.no,,Valkendorfsgaten 1A,5012,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811806722,811806722,2026-09-18T10:30:27.941885+00:00
811808202,SJETTE I ANDRE AS,Aksjeselskap,AS,2013-04-17,2013-01-29,64.323,Andre egeninvesteringsselskaper,,,kjerstigunn@hotmail.com,,Hans Nielsen Hauges gate 37B,0481,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811808202,811808202,2026-09-18T10:30:27.941887+00:00
811809942,FORSØKSLIA AS,Aksjeselskap,AS,2013-04-13,2013-03-20,68.200,Utleie av egen eller leid fast eiendom,,,post@naeringsbygg.no,73 87 98 20,Fjordgata 80B,7010,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811809942,811809942,2026-09-18T10:30:27.941890+00:00
811810622,DALE ANLEGGSGARTNER AS,Aksjeselskap,AS,2013-04-23,2013-03-19,81.300,Beplantning av hager og parkanlegg,7,daleanleggsgartner.no,post@daleanleggsgartner.no,,Krystallveien 22,9408,HARSTAD,HARSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811810622,811810622,2026-09-18T10:30:27.941892+00:00
811813222,DD EIENDOM AS,Aksjeselskap,AS,2013-04-13,2013-04-02,68.200,Utleie av egen eller leid fast eiendom,,,,,Stavsjøvegen 986,2353,STAVSJØ,RINGSAKER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811813222,811813222,2026-09-18T10:30:27.941895+00:00
811813702,EIENDOMS-PARTNER AS,Aksjeselskap,AS,2013-04-13,2013-03-06,68.200,Utleie av egen eller leid fast eiendom,,,,,Industriveien 9,3174,REVETAL,TØNSBERG,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811813702,811813702,2026-09-18T10:30:27.941897+00:00
811814822,NOUR CONSULTING AS,Aksjeselskap,AS,2013-04-30,2013-02-20,71.121,Byggeteknisk konsulentvirksomhet,,,nourconsulting@outlook.com,,Tårnbyveien 437,2013,SKJETTEN,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811814822,811814822,2026-09-18T10:30:27.941900+00:00
811815942,GLADHAUG HOLDING AS,Aksjeselskap,AS,2013-04-15,2013-03-11,64.323,Andre egeninvesteringsselskaper,,,,,Kleivgardsbygde 123,2890,ETNEDAL,ETNEDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811815942,811815942,2026-09-18T10:30:27.941902+00:00
811816302,OJRD AS,Aksjeselskap,AS,2013-04-15,2013-03-20,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,rdypaune@gmail.com,,Oscar Wistings vei 60F,7020,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811816302,811816302,2026-09-18T10:30:27.941905+00:00
811816752,TITLAND HOLDING AS,Aksjeselskap,AS,2013-04-15,2013-04-03,00.000,Uoppgitt,,,,,Kvassnesvegen 2,5914,ISDALSTØ,ALVER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811816752,811816752,2026-09-18T10:30:27.941907+00:00
811816922,TRACERTEKNOLOGI HOLDING AS,Aksjeselskap,AS,2013-05-11,2013-01-31,00.000,Uoppgitt,,,sven.hartvig@gmail.com,,"c/o Hartvig, Nedre Rælingsveg 145A",2005,RÆLINGEN,RÆLINGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811816922,811816922,2026-09-18T10:30:27.941909+00:00
811820652,SLIPERIET EIENDOM AS,Aksjeselskap,AS,2013-05-14,2013-04-04,68.200,Utleie av egen eller leid fast eiendom,,,h.m@online.no,61 12 28 00,Stenersgata 25,2864,FALL,SØNDRE LAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811820652,811820652,2026-09-18T10:30:27.941913+00:00
811821802,FRUZI AS,Aksjeselskap,AS,2013-04-16,2013-03-18,77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,,,suleman.amir.sheikh@gmail.com,,Gåsemyrveien 7A,4085,HUNDVÅG,STAVANGER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811821802,811821802,2026-09-18T10:30:27.941915+00:00
811822582,DRONETEKNIKK AS,Aksjeselskap,AS,2013-04-15,2013-03-15,00.000,Uoppgitt,,,,,Sentrum,4529,BYREMO,LYNGDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811822582,811822582,2026-09-18T10:30:27.941918+00:00
811823112,MAMMA MIA RESTAURANT AS,Aksjeselskap,AS,2013-04-25,2013-03-01,56.110,Drift av restauranter,13,,,,Smiegata 29,2750,GRAN,GRAN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811823112,811823112,2026-09-18T10:30:27.941921+00:00
811824062,EXPIRA AS,Aksjeselskap,AS,2013-04-16,2013-02-01,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Kjøpmannsgata 34,7011,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811824062,811824062,2026-09-18T10:30:27.941923+00:00
811824712,MRBEE AS,Aksjeselskap,AS,2013-04-16,2013-04-03,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,Holtevegen 289,2372,BRØTTUM,RINGSAKER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811824712,811824712,2026-09-18T10:30:27.941926+00:00
811826162,HOLBERG PLASS EIENDOM AS,Aksjeselskap,AS,2013-04-16,2013-02-25,68.120,Utvikling og salg av byggeprosjekter,,,,,Karenslyst allé 12,0278,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811826162,811826162,2026-09-18T10:30:27.941928+00:00
811827452,SIMEN ØVREBØ KONSULT AS,Aksjeselskap,AS,2013-04-16,2013-04-12,00.000,Uoppgitt,,,,,Amtmand Bloms gate 9,3015,DRAMMEN,DRAMMEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811827452,811827452,2026-09-18T10:30:27.941931+00:00
811830232,CAPALOS HOLDING AS,Aksjeselskap,AS,2013-04-16,2013-03-06,68.110,Kjøp og salg av egen fast eiendom,,,cr@capalos.no,,Gardvegen 13C,5515,HAUGESUND,HAUGESUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811830232,811830232,2026-09-18T10:30:27.941933+00:00
811830682,SGM DATA AS,Aksjeselskap,AS,2013-04-30,2013-02-01,62.100,Dataprogrammeringstjenester,,,,,Modumveien 69,3410,SYLLING,LIER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811830682,811830682,2026-09-18T10:30:27.941936+00:00
811831042,VISTI AS,Aksjeselskap,AS,2013-04-18,2013-03-19,71.121,Byggeteknisk konsulentvirksomhet,9,www.visti.no,post@visti.no,,Maurveien 12,9514,ALTA,ALTA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811831042,811831042,2026-09-18T10:30:27.941939+00:00
811831662,SVARTISEN-LYD AS,Aksjeselskap,AS,2013-05-02,2013-03-16,90.390,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,,www.svartisen-lyd.no,post@svartisen-lyd.no,,Røvassdalveien 418,8615,SKONSENG,RANA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811831662,811831662,2026-09-18T10:30:27.941942+00:00
811835862,FLÅM HOTELL AS,Aksjeselskap,AS,1995-03-12,1982-10-28,68.200,Utleie av egen eller leid fast eiendom,,,account@norwaysbest.com,,,5743,FLÅM,AURLAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811835862,811835862,2026-09-18T10:30:27.941945+00:00
811836982,EXSTO OFFSHOREUTDANNING AS,Aksjeselskap,AS,2013-04-18,2013-03-20,85.597,Annen undervisning ellers,11,,,,Stiklestadveien 1,7041,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811836982,811836982,2026-09-18T10:30:27.941947+00:00
811837172,STRATEGIC PROPERTY AS,Aksjeselskap,AS,2013-04-18,2013-04-05,68.120,Utvikling og salg av byggeprosjekter,,,,,Voldportgaten 69,1632,GAMLE FREDRIKSTAD,FREDRIKSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811837172,811837172,2026-09-18T10:30:27.941950+00:00
811838152,EDK TIMENES NÆRINGSPARK AS,Aksjeselskap,AS,2013-04-18,2013-04-12,68.120,Utvikling og salg av byggeprosjekter,,,,,"v/SR Holding as, Høivold brygge 18",4631,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811838152,811838152,2026-09-18T10:30:27.941953+00:00
811838772,OPPORTUNITY INVEST AS,Aksjeselskap,AS,2013-04-23,2013-03-24,73.110,Reklamebyråvirksomhet,,,post@oppinvest.no,,Brattåsveien 59,3140,NØTTERØY,FÆRDER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811838772,811838772,2026-09-18T10:30:27.941955+00:00
811839272,ABC-DYREKLINIKK LILLEHAMMER AS,Aksjeselskap,AS,2013-04-18,2013-04-16,75.000,Veterinærtjenester,6,,,,Hamarvegen 68A,2613,LILLEHAMMER,LILLEHAMMER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811839272,811839272,2026-09-18T10:30:27.941958+00:00
811839752,AMARINE AS,Aksjeselskap,AS,2013-04-20,2013-04-03,90.111,Skapende kunstnerisk virksomhet innenfor litteratur,,,,,Grønnegata 8X,9008,TROMSØ,TROMSØ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811839752,811839752,2026-09-18T10:30:27.941960+00:00
811839892,BØKKER EIENDOM AS,Aksjeselskap,AS,2013-04-18,2013-02-20,68.120,Utvikling og salg av byggeprosjekter,,,kjlie@online.no,93 03 83 14,Viervegen 21,5535,HAUGESUND,HAUGESUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811839892,811839892,2026-09-18T10:30:27.941963+00:00
811840432,KVALEBERG AS,Aksjeselskap,AS,2013-04-20,2013-03-02,43.222,"Kuldeanlegg-, varmepumpearbeid og installasjon av peiser",,www.kvalebergas.no,kvaleberg@kvalebergas.no,,Ileveien 18,4310,HOMMERSÅK,SANDNES,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811840432,811840432,2026-09-18T10:30:27.941965+00:00
811842672,SR UTVIKLING AS,Aksjeselskap,AS,2013-04-20,2013-03-19,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,"c/o John Richard Hanssen, Stjernevegen 1",7560,VIKHAMMER,MALVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811842672,811842672,2026-09-18T10:30:27.941968+00:00
811849332,KENNETH FOSS AS,Aksjeselskap,AS,2013-04-22,2013-03-01,43.120,Grunnarbeid,,,kenneth_foss@hotmail.com,,Kaupangsvegen 13,6854,KAUPANGER,SOGNDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811849332,811849332,2026-09-18T10:30:27.941970+00:00
811849642,CERTIFY AS,Aksjeselskap,AS,2013-04-27,2013-04-12,71.129,Annen teknisk konsulentvirksomhet,,www.certify.as,,,Harald Gilles vei 8B,4633,KRISTIANSAND S,KRISTIANSAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811849642,811849642,2026-09-18T10:30:27.941973+00:00
811851302,DEEP SEA DRILLING COMPANY I AS,Aksjeselskap,AS,2013-04-30,2013-04-17,09.101,Boretjenester tilknyttet utvinning av råolje og naturgass,,,,,Kokstadflaten 35,5257,KOKSTAD,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811851302,811851302,2026-09-18T10:30:27.941975+00:00
811851612,KARLSAUNE MASKIN AS,Aksjeselskap,AS,2013-04-22,2013-04-12,43.120,Grunnarbeid,,,,,"c/o Steffen Karlsaune, Stordalen",7170,ÅFJORD,ÅFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811851612,811851612,2026-09-18T10:30:27.941978+00:00
811853372,FROLAND VERK AS,Aksjeselskap,AS,1995-02-19,1952-01-10,02.200,Avvirkning,,,rg@rasmussen.no,,,4827,FROLANDS VERK,FROLAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811853372,811853372,2026-09-18T10:30:27.941980+00:00
811854042,BYGG SKILLS AS,Aksjeselskap,AS,2013-04-22,2013-03-22,43.320,Snekkerarbeid,,,mlarsson@online.no,,Belgerudveien 10A,0957,OSLO,OSLO,Norge,NO,True,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811854042,811854042,2026-09-18T10:30:27.941983+00:00
811854492,STÅRPUTTEN INVEST AS,Aksjeselskap,AS,2013-04-29,2013-04-17,64.323,Andre egeninvesteringsselskaper,,,vidar@biomekanikk.no,,Stårputtveien 27,0891,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811854492,811854492,2026-09-18T10:30:27.941985+00:00
811855162,PLASSEN FLORØ AS,Aksjeselskap,AS,2013-05-11,2013-04-10,68.120,Utvikling og salg av byggeprosjekter,,,,,Evja,6900,FLORØ,KINN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811855162,811855162,2026-09-18T10:30:27.941989+00:00
811856622,MASKINOPPLÆRING AS,Aksjeselskap,AS,2013-04-22,2013-04-04,85.597,Annen undervisning ellers,,,,,Gamlebrubakken 10,6390,VESTNES,VESTNES,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811856622,811856622,2026-09-18T10:30:27.941991+00:00
811858722,AGENTURER AS,Aksjeselskap,AS,2013-05-22,2013-01-29,73.300,Pr og kommunikasjonstjenester,,www.appeler.no,admin@appeler.no,41 21 41 41,"Xhibition, Småstrandgaten 3",5014,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811858722,811858722,2026-09-18T10:30:27.941994+00:00
811859672,NEWTRIMS HOLDING AS,Aksjeselskap,AS,2013-04-23,2013-04-15,71.129,Annen teknisk konsulentvirksomhet,,,,,Fürstveien 57,1367,SNARØYA,BÆRUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811859672,811859672,2026-09-18T10:30:27.941996+00:00
811859702,HAMMERGÅRDEN EGERSUND AS,Aksjeselskap,AS,2013-04-23,2013-03-01,68.200,Utleie av egen eller leid fast eiendom,,,,,Strandgaten 49,4370,EGERSUND,EIGERSUND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811859702,811859702,2026-09-18T10:30:27.942000+00:00
811860352,BYBUBBLY AS,Aksjeselskap,AS,2013-04-27,2013-04-18,77.390,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,,www.bubblmee.com,,,Kolstien 2,5097,BERGEN,BERGEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811860352,811860352,2026-09-18T10:30:27.942002+00:00
811861782,GRØDET INVEST AS,Aksjeselskap,AS,2013-04-24,2013-04-10,64.323,Andre egeninvesteringsselskaper,,,paal.devold@servitech.no,,Vatnevegen 242,6265,VATNE,HARAM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811861782,811861782,2026-09-18T10:30:27.942005+00:00
811862282,BRATENG AS,Aksjeselskap,AS,2013-04-24,2013-04-16,43.120,Grunnarbeid,,,,,"c/o Kjell Arne Brateng, Garlivegen 305",2920,LEIRA I VALDRES,NORD-AURDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811862282,811862282,2026-09-18T10:30:27.942010+00:00
811862452,IKO BYGG AS,Aksjeselskap,AS,2013-04-30,2013-04-15,68.120,Utvikling og salg av byggeprosjekter,5,www.hamn.no,ohf@hamnisenja.no,,Bergsfjordveien 1977,9385,SKALAND,SENJA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811862452,811862452,2026-09-18T10:30:27.942015+00:00
811863092,EIENDOMSINVEST LANGEVÅG AS,Aksjeselskap,AS,2013-05-24,2013-04-11,68.200,Utleie av egen eller leid fast eiendom,,,,71 24 91 00,Sjukenesstranda 100,6037,EIDSNES,SULA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811863092,811863092,2026-09-18T10:30:27.942018+00:00
811863262,BUILTBY AS,Aksjeselskap,AS,2013-04-30,2013-04-04,71.121,Byggeteknisk konsulentvirksomhet,,,,,"c/o Matias Utnem, Gabels gate 25B",0272,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811863262,811863262,2026-09-18T10:30:27.942021+00:00
811863572,STRANDGATEN 44 AS,Aksjeselskap,AS,2013-04-24,2013-04-04,68.200,Utleie av egen eller leid fast eiendom,,,eilen.sirevag@lyse.net,,Havraskaret 17,4364,SIREVÅG,HÅ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811863572,811863572,2026-09-18T10:30:27.942024+00:00
811864722,BB GYM TROMSØ AS,Aksjeselskap,AS,2013-04-30,2013-03-21,85.510,Undervisning innenfor idrett og rekreasjon,,www.crossfittromso.no,alexander.mendis@k24.no,99 10 24 24,Stakkevollvegen 333,9019,TROMSØ,TROMSØ,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811864722,811864722,2026-09-18T10:30:27.942027+00:00
811865702,ELDØYANE EIENDOM AS,Aksjeselskap,AS,2013-04-24,2013-04-15,68.200,Utleie av egen eller leid fast eiendom,,,,55 92 75 10,"c/o Ove Lunde, Voldgata 8",2000,LILLESTRØM,LILLESTRØM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811865702,811865702,2026-09-18T10:30:27.942029+00:00
811867152,HANS-HENRIK FURULUND EIENDOM AS,Aksjeselskap,AS,2013-04-24,2013-03-04,68.200,Utleie av egen eller leid fast eiendom,,,,,Trondheimsvegen - Jessheim 500,2067,JESSHEIM,ULLENSAKER,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811867152,811867152,2026-09-18T10:30:27.942032+00:00
811873012,SVENSEDAMMEN LEGESENTER AS,Aksjeselskap,AS,2013-04-27,2013-04-10,86.210,Allmennlegetjenester,,,,,Pettersvollen 50B,3032,DRAMMEN,DRAMMEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811873012,811873012,2026-09-18T10:30:27.942034+00:00
811874132,HØYER TRONDHEIM AS,Aksjeselskap,AS,2013-05-21,2013-03-04,47.710,Detaljhandel med klær,36,,,,Kongens gate 14B,7011,TRONDHEIM,TRONDHEIM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811874132,811874132,2026-09-18T10:30:27.942037+00:00
811874302,NYE HAGE OG TREPLEIE AS,Aksjeselskap,AS,2013-05-08,2013-04-03,81.300,Beplantning av hager og parkanlegg,,,,,Herbjørnsrudvegen 46,3677,NOTODDEN,NOTODDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811874302,811874302,2026-09-18T10:30:27.942040+00:00
811875732,GKS HOLDING AS,Aksjeselskap,AS,2013-04-27,2013-04-11,70.200,Bedriftsrådgivning og annen administrativ rådgivning,,,,,Energivegen 20,4056,TANANGER,SOLA,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811875732,811875732,2026-09-18T10:30:27.942043+00:00
811878472,SMAG TJENESTE AS,Aksjeselskap,AS,2013-04-29,2013-03-27,41.000,Oppføring av bygninger,7,,,,Buskerudveien 240,3340,ÅMOT,MODUM,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811878472,811878472,2026-09-18T10:30:27.942046+00:00
811880612,ADVOKAT STIG E. MORTENSEN AS,Aksjeselskap,AS,2013-04-29,2013-04-03,69.100,Juridisk tjenesteyting,,www.advokatlofoten.no,,76 07 44 00,"Havneterminalen, Fiskergata 23",8300,SVOLVÆR,VÅGAN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811880612,811880612,2026-09-18T10:30:27.942049+00:00
811881562,NOR-OCEAN OFFSHORE HOUSTON AS,Aksjeselskap,AS,2013-04-29,2013-04-17,52.311,Formidlingstjenester tilknyttet godstransport via skip,,,,,Haakon VIIs gate 5,0161,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811881562,811881562,2026-09-18T10:30:27.942051+00:00
811881732,ILJ HOLDING AS,Aksjeselskap,AS,2013-04-29,2013-04-15,64.323,Andre egeninvesteringsselskaper,,,,,Bjørnengveien 18,1664,ROLVSØY,FREDRIKSTAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811881732,811881732,2026-09-18T10:30:27.942054+00:00
811882712,MIMA MONEYMAKER AS,Aksjeselskap,AS,2013-04-29,2013-04-22,68.320,Eiendomsforvaltning på oppdrag,,,,,Bergås terrasse 65,3057,SOLBERGELVA,DRAMMEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811882712,811882712,2026-09-18T10:30:27.942056+00:00
811885282,SÅ EIGEDOM AS,Aksjeselskap,AS,2013-04-30,2013-04-11,68.110,Kjøp og salg av egen fast eiendom,,,,,Avleivegen 90,6788,OLDEN,STRYN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811885282,811885282,2026-09-18T10:30:27.942059+00:00
811887102,SMB NETTVERK AS,Aksjeselskap,AS,2013-04-30,2013-02-01,62.200,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,Øvre Sjåstad,6750,STADLANDET,STAD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811887102,811887102,2026-09-18T10:30:27.942061+00:00
811888672,Fusa Mekaniske Industri AS,Aksjeselskap,AS,1995-03-12,1978-12-29,25.530,Bearbeiding av metaller,24,www.fusamek.no,post@fusamek.no,56 58 12 59,Svaneneset 40,5640,EIKELANDSOSEN,BJØRNAFJORDEN,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811888672,811888672,2026-09-18T10:30:27.942064+00:00
811896802,STERNUUS AS,Aksjeselskap,AS,2013-05-04,2013-03-03,85.510,Undervisning innenfor idrett og rekreasjon,,,christian.paulsboe@gmail.com,,Ombergveien 30,0283,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811896802,811896802,2026-09-18T10:30:27.942066+00:00
811897272,GRAND ROYAL HOTEL AS,Aksjeselskap,AS,2013-05-04,2013-04-11,55.100,Drift av hoteller,86,grandnarvik.no,therese.langbakk@strawberry.no,76 97 70 00,Kongens gate 64,8514,NARVIK,NARVIK,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811897272,811897272,2026-09-18T10:30:27.942069+00:00
811897442,FREMGAARD HOLDING AS,Aksjeselskap,AS,2013-05-04,2013-04-15,68.110,Kjøp og salg av egen fast eiendom,,,,,Reinlivegen 323,2933,REINLI,SØR-AURDAL,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811897442,811897442,2026-09-18T10:30:27.942071+00:00
811898082,LL SUNNFJORD UNGDOMSHEIM,Aksjeselskap,AS,1995-02-19,1944-12-05,68.200,Utleie av egen eller leid fast eiendom,,,,57 82 03 11,Hafstadvegen 28A,6800,FØRDE,SUNNFJORD,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811898082,811898082,2026-09-18T10:30:27.942074+00:00
811898902,LAFTERÅSEN UTBYGGING AS,Aksjeselskap,AS,2013-05-04,2013-04-22,68.120,Utvikling og salg av byggeprosjekter,,,,,"c/o Block Watne AS, Herman Foss gate 6C",3611,KONGSBERG,KONGSBERG,Norge,NO,False,True,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811898902,811898902,2026-09-18T10:30:27.942076+00:00
811900052,FOODBACK AS,Aksjeselskap,AS,2013-05-07,2013-04-20,62.100,Dataprogrammeringstjenester,12,Foodback.com,thomas@foodback.com,,Olav Kyrres gate 2,4307,SANDNES,SANDNES,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811900052,811900052,2026-09-18T10:30:27.942079+00:00
811900532,STRAND AUTOSERVICE AS,Aksjeselskap,AS,2013-05-03,2013-04-04,77.110,Utleie og leasing av biler og andre lette motorvogner,14,www.sjekkpunkt.no/bilverksted/strandautoservice,post@strandautoservice.no,51 74 95 00,Torgvegen 1,4120,TAU,STRAND,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811900532,811900532,2026-09-18T10:30:27.942081+00:00
811900702,STRONGBOX AS,Aksjeselskap,AS,2013-05-16,2013-03-14,68.200,Utleie av egen eller leid fast eiendom,,,mats@kontrafilm.no,41 42 33 28,Dalsveien 20A,0376,OSLO,OSLO,Norge,NO,False,False,Brønnøysundregistrene,https://data.brreg.no/enhetsregisteret/api/enheter/811900702,811900702,2026-09-18T10:30:27.942084+00:00
